,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,coverted_usd,Aging Bucket
19,U001,0200769623,WAL-MAR systems,2020-04-15 03:40:59.929687500,2020.0,1930718081.0,2020-03-30,2020-04-14,2020-03-30,NAH4,13791.085,0-15
20,U001,0200726979,BJ'S  trust,2020-05-05 13:40:51.531250000,2020.0,1930788667.0,2020-04-16,2020-05-01,2020-04-16,NAA8,92.904,0-15
21,U001,0200769623,WAL-MAR llc,2020-04-14 01:39:27.601562500,2020.0,1930709919.0,2020-03-29,2020-04-13,2020-03-29,NAH4,784.8050000000001,0-15
22,U001,0200769623,WAL-MAR llc,2020-04-22 01:51:16.132812500,2020.0,1930752568.0,2020-04-06,2020-04-21,2020-04-06,NAH4,7976.388,0-15
23,CA02,0140105847,GORDON F co,2020-05-02 06:24:24.250000000,2020.0,2960627274.0,2020-04-08,2020-04-18,2020-04-08,CA10,2579.64,0-15
24,U001,0200744019,TARG foundation,2020-04-10 17:20:56.562500000,2020.0,1930648342.0,2020-03-15,2020-03-30,2020-03-15,NAA8,36486.31,0-15
25,U001,0200769623,WAL-MAR systems,2020-03-26 03:49:40.804687500,2020.0,1930632791.0,2020-03-10,2020-03-25,2020-03-10,NAH4,10495.807,0-15
26,U001,0200769623,WAL-MAR llc,2020-03-26 06:15:53.343750000,2020.0,1930617194.0,2020-03-06,2020-03-21,2020-03-06,NAH4,25.242,0-15
27,U001,0200418007,AM in,2020-04-19 14:27:34.781250000,2020.0,1930752243.0,2020-04-06,2020-04-21,2020-04-06,NAA8,18085.333,
28,U001,0200739006,AL foundation,2020-04-29 06:11:57.082031250,2020.0,1930768064.0,2020-04-15,2020-04-30,2020-04-15,NAA8,3016.335,
29,U001,0100031704,DELHAIZE associates,2020-05-01 23:46:10.812500000,2020.0,1930789873.0,2020-04-15,2020-04-30,2020-04-15,NAA8,49126.749,0-15
30,U001,0200769623,WAL-MAR trust,2020-04-13 03:25:22.539062500,2020.0,1930705172.0,2020-03-28,2020-04-12,2020-03-28,NAH4,2382.66,0-15
31,U001,0200744019,TARG systems,2020-05-24 09:23:45.750000000,2020.0,1930620634.0,2020-03-10,2020-05-14,2020-03-10,NAGD,7465.871,0-15
32,U001,0200769623,WAL-MAR ,2020-04-06 03:32:01.835937500,2020.0,1930676002.0,2020-03-21,2020-04-05,2020-03-21,NAH4,5096.357,0-15
33,U001,0200726979,BJ'S  corporation,2020-03-18 13:20:44.718750000,2020.0,1930585378.0,2020-03-02,2020-03-17,2020-03-02,NAA8,9577.19,0-15
34,U001,0200706844,WINC associates,2020-04-26 16:25:44.562500000,2020.0,1930773419.0,2020-04-07,2020-04-22,2020-04-07,NAA8,23763.495,0-15
35,U001,0200793830,M llc,2020-04-24 15:07:28.375000000,2020.0,1930767747.0,2020-04-08,2020-04-23,2020-04-08,NAA8,3175.998,0-15
36,U001,0200769623,WAL-MAR foundation,2020-04-22 05:50:01.742187500,2020.0,1930750455.0,2020-04-06,2020-04-21,2020-04-06,NAH4,10049.172,0-15
37,U001,0200769623,WAL-MAR systems,2020-04-23 07:30:43.781250000,2020.0,1930738904.0,2020-04-03,2020-04-18,2020-04-03,NAH4,257.397,0-15
38,U001,0200769623,WAL-MAR trust,2020-05-22 18:02:54.984375000,2020.0,1930862467.0,2020-05-06,2020-05-21,2020-05-06,NAH4,39399.33899999999,0-15
39,U001,0200769623,WAL-MAR systems,2020-03-16 18:30:37.000000000,2020.0,1930582162.0,2020-02-29,2020-03-15,2020-02-29,NAH4,35345.702,0-15
40,U001,0200769623,WAL-MAR llc,2020-05-07 01:24:15.304687500,2020.0,1930802490.0,2020-04-21,2020-05-06,2020-04-21,NAH4,10842.601,0-15
41,CA02,0140104423,METRO  llc,2020-03-21 09:01:54.750000000,2020.0,2960617050.0,2020-02-27,2020-03-11,2020-03-01,CA10,93179.35199999998,0-15
42,U001,0200726979,BJ'S  systems,2020-05-08 13:40:51.531250000,2020.0,1930801417.0,2020-04-19,2020-05-04,2020-04-19,NAA8,252.231,0-15
43,U001,0200743996,STATER  llc,2020-05-16 19:27:43.406250000,2020.0,1930660304.0,2020-03-16,2020-05-20,2020-03-16,NAGD,2678.221,
44,U001,0200752302,KROGER trust,2020-04-18 10:59:27.382812500,2020.0,1930733767.0,2020-04-02,2020-04-17,2020-04-02,NAA8,67671.83499999999,0-15
45,CA02,140105686,SYSC llc,2020-06-03 08:30:53.125000000,2020.0,2960633120.0,2020-05-06,2020-05-18,2020-05-08,CA10,43230.299,16-30
46,U001,0200711029,WEGMAN corp,2020-04-23 07:43:02.187500000,2020.0,1930742932.0,2020-04-03,2020-04-18,2020-04-03,NAA8,10067.553999999998,0-15
47,CA02,CCU001,KRAFT  corporation,2020-05-14 04:19:24.000000000,2020.0,2960622220.0,2020-03-20,2020-04-27,2020-03-23,NAG2,17828.068999999996,16-30
48,U001,0200769623,WAL-MAR llc,2020-05-07 16:29:29.765625000,2020.0,1930804924.0,2020-04-21,2020-05-06,2020-04-21,NAH4,24856.965,0-15
49,U001,0200769623,WAL-MAR associates,2020-04-21 05:15:03.648437500,2020.0,1930746955.0,2020-04-05,2020-04-20,2020-04-05,NAH4,9458.827,0-15
50,U001,0200772670,ASSOCIAT corp,2020-04-09 05:18:53.953125000,2020.0,1930698156.0,2020-03-24,2020-04-08,2020-03-24,NAU5,17094.931,0-15
51,U001,0200769623,WAL-MAR co,2020-05-05 01:20:38.992187500,2020.0,1930801200.0,2020-04-19,2020-05-04,2020-04-19,NAH4,7852.130999999999,0-15
52,U001,0200769623,WAL-MAR systems,2020-04-29 02:27:01.773437500,2020.0,1930776682.0,2020-04-13,2020-04-28,2020-04-13,NAH4,8787.891,0-15
53,U001,0200720238,WOODM co,2020-05-24 05:45:30.093750000,2020.0,1930858727.0,2020-05-06,2020-05-21,2020-05-06,NAA8,88843.321,0-15
54,CA02,140106408,WAL-M in,2020-05-19 05:14:51.750000000,2020.0,2960631200.0,2020-04-25,2020-05-05,2020-04-25,CA10,28537.684,0-15
55,U001,0200769623,WAL-MAR co,2020-04-17 00:57:12.851562500,2020.0,1930729999.0,2020-04-01,2020-04-16,2020-04-01,NAH4,17384.43,0-15
56,U001,0200769623,WAL-MAR us,2020-03-31 18:37:09.500000000,2020.0,1930653060.0,2020-03-15,2020-03-30,2020-03-15,NAH4,35141.981,0-15
57,U001,0200769623,WAL-MAR us,2020-04-17 04:10:59.867187500,2020.0,1930715979.0,2020-04-01,2020-04-16,2020-04-01,NAH4,5809.79,0-15
58,U001,0200799367,MCL corporation,2020-04-10 22:03:06.687500000,2020.0,1930673430.0,2020-03-24,2020-04-08,2020-03-24,NAA8,36121.491,0-15
59,U001,0200759878,SA co,2020-04-29 06:44:25.873046875,2020.0,1930783249.0,2020-04-14,2020-04-29,2020-04-14,NAH4,13230.693,0-15
60,U001,0200794332,COST corp,2020-03-29 23:56:54.757812500,2020.0,1930638145.0,2020-03-14,2020-03-29,2020-03-14,NAAX,34627.38999999999,0-15
61,U001,0200515231,US  us,2020-04-27 22:10:15.062500000,2020.0,1930768145.0,2020-04-09,2020-04-24,2020-04-09,NAA8,7131.361999999999,0-15
62,U001,0200782669,SYGMA corp,2020-04-05 01:22:23.500000000,2020.0,1930636977.0,2020-03-13,2020-03-28,2020-03-13,NAA8,166.18,0-15
63,U001,200769623,WAL-MAR foundation,2020-05-28 04:39:52.460937500,2020.0,1930882979.0,2020-05-12,2020-05-27,2020-05-12,NAH4,8072.987999999999,0-15
64,U001,0200769623,WAL-MAR ,2020-04-09 03:47:39.210937500,2020.0,1930692833.0,2020-03-24,2020-04-08,2020-03-24,NAH4,14012.543999999998,0-15
65,U001,0200331749,SYSC foundation,2020-03-21 02:33:03.687500000,2020.0,1930579080.0,2020-02-28,2020-03-14,2020-02-28,NAA8,3724.595,0-15
66,U001,0200772670,ASSOCIAT associates,2020-05-09 07:00:38.992187500,2020.0,1930819529.0,2020-04-23,2020-05-08,2020-04-23,NAU5,21630.581,0-15
67,U001,0200772670,ASSOCIAT us,2020-04-19 08:30:59.718750000,2020.0,1930736164.0,2020-04-02,2020-04-17,2020-04-02,NAU5,46090.28199999999,0-15
68,U001,0200706844,WINC foundation,2020-03-27 19:18:27.000000000,2020.0,1930599854.0,2020-03-04,2020-03-19,2020-03-04,NAA8,251.608,0-15
69,U001,0100043975,JAVA ,2020-04-27 15:23:24.500000000,2020.0,1930740345.0,2020-04-03,2020-04-18,2020-04-03,NAA8,999.1519999999998,0-15
70,U001,0200762301,C&S WH in,2020-03-20 04:57:56.320312500,2020.0,1930592552.0,2020-03-04,2020-03-19,2020-03-04,NAC6,69364.197,0-15
71,U001,0200148860,DOLLA associates,2020-06-03 06:18:59.968750000,2020.0,1930732920.0,2020-04-03,2020-06-07,2020-04-03,NAGD,4580.407999999999,
72,CA02,0100027744,OMEGA AD in,2020-06-02 12:44:36.625000000,2020.0,2960635652.0,2020-05-19,2020-05-19,2020-05-19,CAB1,4924.5,0-15
73,U001,0100031704,DELHAIZE co,2020-03-18 00:05:37.843750000,2020.0,1930585468.0,2020-03-01,2020-03-16,2020-03-01,NAA8,74475.92599999999,0-15
74,U001,0200799420,HT HA foundation,2020-04-07 06:56:50.687500000,2020.0,1930703225.0,2020-03-25,2020-04-09,2020-03-25,NAA8,560.77,
75,U001,0200974851,RESTA systems,2020-04-10 17:00:30.402343750,2020.0,1930706997.0,2020-03-26,2020-04-10,2020-03-26,NAA8,2496.683,0-15
76,U001,0200769623,WAL-MAR in,2020-05-14 01:39:27.601562500,2020.0,1930830709.0,2020-04-28,2020-05-13,2020-04-28,NAH4,6219.898999999999,0-15
77,U001,0200793568,SUPE llc,2020-03-26 22:13:17.484375000,2020.0,1930630388.0,2020-03-10,2020-03-25,2020-03-10,NAA8,11125.289,0-15
78,U001,0200759878,SA foundation,2020-03-21 23:58:57.523437500,2020.0,1930609945.0,2020-03-06,2020-03-21,2020-03-06,NAH4,49126.56,0-15
79,U001,0200712187,SPAR in,2020-05-08 07:11:21.468750000,2020.0,1930806222.0,2020-04-20,2020-05-05,2020-04-20,NAA8,83569.052,0-15
80,U001,0100047532,KEYSTON associates,2020-03-27 11:59:45.062500000,2020.0,1930592834.0,2020-03-04,2020-03-19,2020-03-04,NAA8,8296.778,0-15
81,U001,0200794332,COST co,2020-03-19 13:05:46.449218750,2020.0,1930562584.0,2020-02-28,2020-03-19,2020-02-28,NA84,7857.794,0-15
82,U001,0200148860,DOLLA associates,2020-05-28 07:14:08.921875000,2020.0,1930699340.0,2020-03-25,2020-05-29,2020-03-25,NAGD,3819.725,
83,U001,200794332,COST llc,2020-05-23 16:37:55.855468750,2020.0,1930862420.0,2020-05-08,2020-05-23,2020-05-08,NAAX,57050.602,0-15
84,U001,0200555117,BURR trust,2020-04-10 18:28:18.660156250,2020.0,1930709963.0,2020-03-27,2020-04-11,2020-03-27,NAA8,524.3979999999999,
85,U001,200769623,WAL-MAR in,2020-05-25 02:50:39.398437500,2020.0,1930878284.0,2020-05-09,2020-05-24,2020-05-09,NAH4,1553.9229999999998,0-15
86,U001,0200772670,ASSOCIAT corp,2020-04-06 06:48:25.578125000,2020.0,1930683241.0,2020-03-21,2020-04-05,2020-03-21,NAU5,10842.846,0-15
87,U001,200707822,PUBLI corporation,2020-05-20 07:14:52.132812500,2020.0,1930857983.0,2020-05-04,2020-05-19,2020-05-04,NAA8,88275.537,0-15
88,CA02,0140104392,FLANAG us,2020-04-03 02:34:05.625000000,2020.0,2960619205.0,2020-03-06,2020-03-20,2020-03-10,CA10,2528.673,0-15
89,U001,0200769623,WAL-MAR corp,2020-05-13 23:58:51.164062500,2020.0,1930831780.0,2020-04-28,2020-05-13,2020-04-28,NAH4,8081.765999999999,0-15
90,U001,0200759878,SA systems,2020-04-15 21:47:07.781250000,2020.0,1930717567.0,2020-03-31,2020-04-15,2020-03-31,NAH4,33352.598999999995,0-15
91,U001,0200705742,DOT foundation,2020-03-08 18:34:10.625000000,2020.0,1930581678.0,2020-02-28,2020-03-14,2020-02-28,NAA8,4152.757,
92,U001,200793568,SUPE trust,2020-04-10 14:59:00.968750000,2020.0,1930690537.0,2020-03-23,2020-04-07,2020-03-23,NAA8,1145.032,0-15
93,U001,0200726979,BJ'S  ,2020-03-27 18:20:22.101562500,2020.0,1930646128.0,2020-03-12,2020-03-27,2020-03-12,NAA8,900.4099999999999,0-15
94,U001,0200704858,WAKE corp,2020-04-26 05:59:20.718750000,2020.0,1930762384.0,2020-04-09,2020-04-24,2020-04-09,NAA8,69697.894,0-15
95,U001,0200780383,MEIJ in,2020-04-04 02:00:01.781250000,2020.0,1930665025.0,2020-03-18,2020-04-02,2020-03-18,NAA8,2528.841,0-15
96,U001,0200762301,C&S WH associates,2020-04-27 06:05:34.566406250,2020.0,1930778021.0,2020-04-12,2020-04-27,2020-04-12,NAC6,71593.22799999999,0-15
97,CA02,0140106271,LONGO  in,2020-04-20 09:32:31.687500000,2020.0,2960626604.0,2020-04-03,2020-04-17,2020-04-07,CA10,8615.453,0-15
98,CA02,0140104423,METRO  us,2020-05-11 06:25:40.687500000,2020.0,2960628851.0,2020-04-17,2020-05-01,2020-04-21,CA10,45059.546,0-15
99,U001,0200741174,M B  co,2020-04-01 14:54:05.796875000,2020.0,1930657267.0,2020-03-16,2020-03-31,2020-03-16,NAA8,4037.481,0-15
100,CA02,0100030194,AMAZO llc,2020-04-15 09:28:27.875000000,2020.0,2960622411.0,2020-03-18,2020-03-30,2020-03-20,CA10,9851.667,16-30
101,U001,0200769623,WAL-MAR trust,2020-04-15 18:30:37.000000000,2020.0,1930720012.0,2020-03-30,2020-04-14,2020-03-30,NAH4,29665.881,0-15
102,U001,0200592182,DECA in,2020-05-05 11:11:08.000000000,2020.0,1930822583.0,2020-04-24,2020-05-09,2020-04-16,NAM4,1233.2879999999998,
103,U001,0200743996,STATER  co,2020-04-09 13:43:25.031250000,2020.0,1930686889.0,2020-03-22,2020-04-06,2020-03-22,NAA8,66228.421,0-15
104,U001,0200769623,WAL-MAR in,2020-05-01 01:01:14.929687500,2020.0,1930787980.0,2020-04-15,2020-04-30,2020-04-15,NAH4,15558.444999999998,0-15
105,U001,0200749782,KROG associates,2020-05-11 11:19:26.968750000,2020.0,1930822131.0,2020-04-25,2020-05-10,2020-04-25,NAA8,61951.40699999999,0-15
106,U001,0200744019,TARG corp,2020-05-27 03:23:34.875000000,2020.0,1930641073.0,2020-03-13,2020-05-17,2020-03-13,NAGD,1387.4419999999998,0-15
107,U001,0200769623,WAL-MAR foundation,2020-05-07 05:23:00.929687500,2020.0,1930804577.0,2020-04-21,2020-05-06,2020-04-21,NAH4,1628.256,0-15
108,U001,0200705742,DOT us,2020-03-12 05:57:09.343750000,2020.0,1930592413.0,2020-03-02,2020-03-17,2020-03-02,NAA8,6875.665999999999,
109,U001,0200744019,TARG trust,2020-05-31 07:49:19.500000000,2020.0,1930857489.0,2020-05-05,2020-05-20,2020-05-05,NAA8,20714.694,0-15
110,U001,0200772670,ASSOCIAT associates,2020-04-20 12:40:33.171875000,2020.0,1930739252.0,2020-04-03,2020-04-18,2020-04-03,NAU5,33532.632,0-15
111,U001,0200769623,WAL-MAR corporation,2020-04-09 00:55:56.101562500,2020.0,1930692953.0,2020-03-24,2020-04-08,2020-03-24,NAH4,1329.23,0-15
112,U001,0200900909,SYSCO in,2020-04-20 06:30:05.375000000,2020.0,1930741081.0,2020-04-03,2020-04-18,2020-04-03,NAA8,5266.919,0-15
113,U001,0200424504,M  in,2020-04-20 13:16:37.937500000,2020.0,1930830032.0,2020-04-28,2020-04-15,2020-04-15,NACG,1699.628,0-15
114,U001,0100031704,DELHAIZE trust,2020-06-20 19:09:45.960937500,2020.0,1930794735.0,2020-04-16,2020-06-20,2020-04-16,NAGD,823.6129999999999,0-15
115,U001,0200764795,SYSCO  us,2020-04-21 03:34:08.453125000,2020.0,1930637455.0,2020-03-18,2020-04-19,2020-03-18,NA32,7684.956999999999,0-15
116,U001,0200337148,COAS systems,2020-03-18 02:00:31.609375000,2020.0,1930587342.0,2020-03-02,2020-03-17,2020-03-02,NAA8,31589.453,0-15
117,U001,0200416837,DEC llc,2020-03-20 03:52:33.000000000,2020.0,1930599382.0,2020-03-04,2020-03-24,2020-03-01,NAM4,278.712,
118,U001,0200769623,WAL-MAR llc,2020-03-25 17:16:23.296875000,2020.0,1930623646.0,2020-03-09,2020-03-24,2020-03-09,NAH4,41108.347,0-15
119,U001,0200726979,BJ'S  associates,2020-03-27 12:52:26.453125000,2020.0,1930645815.0,2020-03-12,2020-03-27,2020-03-12,NAA8,411.943,0-15
120,U001,0200721222,GO us,2020-05-05 02:17:51.315429688,2020.0,1930800642.0,2020-04-20,2020-05-05,2020-04-20,NAA8,17979.549,0-15
121,U001,0200772595,SAFEW corporation,2020-04-17 23:18:51.851562500,2020.0,1930729101.0,2020-04-02,2020-04-17,2020-04-02,NAA8,7014.097999999999,0-15
122,U001,0200820380,SMITH'S trust,2020-04-19 02:15:53.437500000,2020.0,1930716191.0,2020-03-30,2020-04-14,2020-03-30,NAA8,33616.079,0-15
123,U001,0200793568,SUPE corporation,2020-05-02 00:58:30.562500000,2020.0,1930779652.0,2020-04-14,2020-04-29,2020-04-14,NAA8,25636.121,0-15
124,U001,0200706844,WINC corp,2020-04-18 21:14:18.718750000,2020.0,1930732708.0,2020-04-01,2020-04-16,2020-04-01,NAA8,15851.170999999998,0-15
125,U001,0100043975,JAVA co,2020-03-22 18:47:43.625000000,2020.0,1930586661.0,2020-03-02,2020-03-17,2020-03-02,NAA8,5048.4,0-15
126,U001,0200769623,WAL-MAR llc,2020-04-10 01:24:15.304687500,2020.0,1930692548.0,2020-03-25,2020-04-09,2020-03-25,NAH4,11058.061,0-15
127,U001,0200762301,C&S WH in,2020-03-26 18:58:48.453125000,2020.0,1930630515.0,2020-03-11,2020-03-26,2020-03-11,NAC6,1412.915,0-15
128,U001,0200769623,WAL-MAR foundation,2020-03-20 05:18:57.242187500,2020.0,1930593446.0,2020-03-04,2020-03-19,2020-03-04,NAH4,10294.886,0-15
129,U001,0200729290,KROGER ,2020-03-20 10:50:32.929687500,2020.0,1930599215.0,2020-03-04,2020-03-19,2020-03-04,NAA8,80845.898,0-15
130,U001,0200769623,WAL-MAR us,2020-05-13 04:30:15.820312500,2020.0,1930827122.0,2020-04-27,2020-05-12,2020-04-27,NAH4,1329.23,0-15
131,U001,0200769623,WAL-MAR us,2020-04-22 19:07:48.265625000,2020.0,1930750644.0,2020-04-06,2020-04-21,2020-04-06,NAH4,26379.052,0-15
132,U001,0200705372,FR corporation,2020-03-28 07:36:25.917968750,2020.0,1930637990.0,2020-03-13,2020-03-28,2020-03-13,NAA8,13972.735,0-15
133,U001,0200769623,WAL-MAR llc,2020-04-07 01:24:15.304687500,2020.0,1930675431.0,2020-03-22,2020-04-06,2020-03-22,NAH4,8278.262999999999,0-15
134,U001,0200742791,QUI in,2020-03-25 08:42:52.154296875,2020.0,1930603823.0,2020-03-10,2020-03-25,2020-03-10,NAA8,17390.435999999998,0-15
135,U001,0200743996,STATER  corporation,2020-04-16 03:31:11.281250000,2020.0,1930718352.0,2020-03-30,2020-04-14,2020-03-30,NAA8,22556.835,0-15
136,U001,0200769623,WAL-MAR us,2020-04-22 04:42:04.367187500,2020.0,1930752522.0,2020-04-06,2020-04-21,2020-04-06,NAH4,6955.941999999999,0-15
137,U001,0200759878,SA corporation,2020-04-23 11:22:38.476562500,2020.0,1930752430.0,2020-04-08,2020-04-23,2020-04-08,NAH4,8692.229,0-15
138,U001,0200762301,C&S WH us,2020-03-16 23:47:59.145690918,2020.0,1930584581.0,2020-03-02,2020-03-17,2020-03-02,NAC6,3011.099,
139,U001,200769623,WAL-MAR ,2020-05-28 03:09:01.460937500,2020.0,1930885637.0,2020-05-12,2020-05-27,2020-05-12,NAH4,15784.881,0-15
140,U001,0100043936,PAPA JO foundation,2020-03-21 08:09:49.937500000,2020.0,1930627707.0,2020-03-10,2020-03-20,2020-03-10,NA10,12701.632999999998,0-15
141,U001,0200744019,TARG co,2020-04-23 05:09:50.375000000,2020.0,1930748869.0,2020-04-05,2020-04-20,2020-04-05,NAA8,68443.2,0-15
142,U001,0200794332,COST ,2020-04-17 03:07:08.258789062,2020.0,1930720706.0,2020-04-02,2020-04-17,2020-04-02,NAAX,22119.426,0-15
143,U001,0200740393,LABAT ,2020-03-21 02:49:44.875000000,2020.0,1930585380.0,2020-03-03,2020-03-18,2020-03-03,NAA8,36851.794,0-15
144,U001,0200769623,WAL-MAR systems,2020-04-05 03:30:18.335937500,2020.0,1930671465.0,2020-03-20,2020-04-04,2020-03-20,NAH4,14779.743999999995,0-15
145,U001,0200762301,C&S WH co,2020-03-13 06:08:29.363281250,2020.0,1930577119.0,2020-02-27,2020-03-13,2020-02-27,NAC6,96438.02,0-15
146,U001,0200759878,SA in,2020-04-20 10:23:15.218750000,2020.0,1930748365.0,2020-04-05,2020-04-20,2020-04-05,NAH4,9484.062,0-15
147,U001,0200759878,SA corporation,2020-05-12 21:47:07.781250000,2020.0,1930825574.0,2020-04-27,2020-05-12,2020-04-27,NAH4,25128.936,0-15
148,U001,0200704858,WAKE llc,2020-04-01 02:30:03.140625000,2020.0,1930655118.0,2020-03-16,2020-03-31,2020-03-16,NAA8,76474.041,0-15
149,U001,0200762301,C&S WH foundation,2020-03-31 16:32:10.992187500,2020.0,1930654407.0,2020-03-16,2020-03-31,2020-03-16,NAC6,5225.57,0-15
150,U001,0200803720,DEC corporation,2020-05-07 16:49:38.937500000,2020.0,1930872721.0,2020-05-07,2020-05-11,2020-05-01,NAM2,3310.426,
151,U001,0200078795,H T H llc,2020-05-21 17:59:00.484375000,2020.0,1930861108.0,2020-05-05,2020-05-20,2020-05-05,NAA8,988.582,0-15
152,U001,0200519201,KROGE llc,2020-04-14 07:16:45.953125000,2020.0,1930709582.0,2020-03-28,2020-04-12,2020-03-28,NAA8,10834.053999999998,0-15
153,U001,0200744019,TARG corp,2020-05-03 00:40:31.562500000,2020.0,1930753198.0,2020-04-07,2020-04-22,2020-04-07,NAA8,13436.892,0-15
154,U001,0200786288,FAMILY in,2020-04-25 11:25:34.578125000,2020.0,1930759958.0,2020-04-08,2020-04-23,2020-04-08,NAC6,46361.336,0-15
155,U001,0200418007,AM systems,2020-04-19 08:14:32.000000000,2020.0,1930732102.0,2020-04-02,2020-04-17,2020-04-02,NAA8,33175.135,0-15
156,U001,0200466603,SMITH'S systems,2020-04-06 23:38:20.125000000,2020.0,1930664246.0,2020-03-18,2020-04-02,2020-03-18,NAA8,99912.456,0-15
157,CA02,0140106408,WAL-M associates,2020-04-18 18:21:24.625000000,2020.0,2960622798.0,2020-03-23,2020-04-02,2020-03-23,CA10,5791.484999999999,16-30
158,U001,0200762301,C&S WH in,2020-06-04 07:28:20.761718750,2020.0,1930721389.0,2020-04-01,2020-06-05,2020-04-01,NAGD,5560.191,
159,U001,0200761734,H E BUT associates,2020-03-24 19:16:31.775390625,2020.0,1930632938.0,2020-03-10,2020-03-25,2020-03-10,NAA8,64229.585,
160,U001,0200769623,WAL-MAR foundation,2020-03-24 06:30:02.539062500,2020.0,1930611981.0,2020-03-08,2020-03-23,2020-03-08,NAH4,16997.694,0-15
161,U001,0200769623,WAL-MAR llc,2020-05-04 01:24:15.304687500,2020.0,1930793187.0,2020-04-18,2020-05-03,2020-04-18,NAH4,7632.519999999999,0-15
162,U001,200769623,WAL-MAR us,2020-04-09 19:20:17.984375000,2020.0,1930692727.0,2020-03-24,2020-04-08,2020-03-24,NAH4,36061.389,0-15
163,U001,0200744019,TARG us,2020-05-17 10:28:53.562500000,2020.0,1930813045.0,2020-04-21,2020-05-06,2020-04-21,NAA8,4121.047,0-15
164,U001,0200726979,BJ'S  systems,2020-03-27 17:26:56.164062500,2020.0,1930643416.0,2020-03-12,2020-03-27,2020-03-12,NAA8,9904.314,0-15
165,U001,0200706844,WINC co,2020-04-20 16:41:34.000000000,2020.0,1930760026.0,2020-03-31,2020-04-15,2020-03-31,NAA8,27233.85,0-15
166,U001,0200418007,AM us,2020-05-17 06:10:15.988281250,2020.0,1930650673.0,2020-03-14,2020-05-18,2020-03-14,NAGD,707.8679999999999,
167,U001,0200799367,MCL in,2020-04-21 03:13:22.000000000,2020.0,1930720975.0,2020-03-31,2020-04-15,2020-03-31,NAA8,87223.80799999999,0-15
